Hindi,English
"शराब की लत के कारण टूटा था शुभांगी-पीयूष का रिश्ता:एक्स हसबैंड के निधन के बाद एक्ट्रेस का खुलासा, बोलीं- फेम के कारण नहीं छोड़ा था","Shubhangi-Piyush relationship was broken due to alcohol addiction: Actress revealed after the death of X Husband, Boli was not left due to fame"
पहलगाम हमले पर भड़के रजनीकांत:बोले- दुश्मन कश्मीर की शांति बिगाड़ना चाहते हैं; धर्मेंद्र बोले- मेरा दिल रो रहा है,Rajinikanth furious over the Pahalgam attack: said- Enemies want to spoil the peace of Kashmir; Dharmendra said- My heart is crying
बिना इंटिमेसी कोच सीरीज में दिया बोल्ड सीन:‘आश्रम’ के लिए 4 दिन में सीखी कुश्ती; कभी मेडिकल बिल भरने के नहीं थे पैसे,Bold scene given in without intimacy coach series: Wrestling learned in 4 days for 'Ashram'; Money was never to pay medical bills
"राजकुमार-राव बोले- अपनी शादी के तीन दिन रिपीट करना चाहूंगा:बचपन में राजमंदिर के किस्से सुनता था, वामिका ने बताया- उनका चोर बाजारी गाने से जुड़ाव","Rajkumar-Rao said- I would like to repeat for three days of his marriage: In childhood, he used to listen to stories of Rajmandir, Vamika told- his thief involved with Bajari songs"
कश्मीरी लड़कियों ने नहीं पहचाना ए.आर. रहमान को:जब रॉकस्टार की शूटिंग के दौरान कश्मीरी लड़कियों ने रहमान को इलेक्ट्रिशियन समझ लिया,Kashmiri girls did not recognize AR Rehman: When Kashmiri girls considered Rahman as electrician during Rockstar shooting
"रितेश देशमुख के फिल्म राजा शिवाजी के सेट पर हादसा:26 साल के डांसर की मिली डेडबॉडी, फिल्म की शूटिंग रुकी","Accident on the set of Ritesh Deshmukh's film Raja Shivaji: 26 -year -old dancer's deadbody, shooting of the film stopped"
"पैपराजी पर फिर भड़के कैनेडियन सिंगर जस्टिन बीबर:कहा- बिना इजाजत फोटो और आंखों में फ्लैश मारना बंद करो, शेयर किया नया वीडियो","Canadian singer Justin Bieber rang again on Paparai: Said- Stop flash without permission, shared new video"
"रोल के लिए बढ़ा लिया वजन और बाल:विक्रांत मैसी बनेंगे श्री श्री रविशंकर, कोलंबिया के 52 साल के गृहयुद्ध पर आधारित होगी फिल्म","Increased weight and hair for the role: Vikrant Massey will become Sri Sri Ravi Shankar, Colombia's 52 -year civil war will be based on the film"
"पाकिस्तान में रिलीज नहीं होगी फिल्म केसरी वीर:प्रोड्यूसर कनु चौहान का बड़ा फैसला, बोले- मेरी आत्मा को स्वीकार नहीं ये फिल्म पाकिस्तान में आए","Film Kesari Veer will not be released in Pakistan: Producer Kanu Chauhan's big decision, said- I do not accept my soul, these films come to Pakistan"
पहलगाम आतंकी हमले के बाद अरिजीत सिंह का बड़ा फैसला:चेन्नई में होने वाले कॉन्सर्ट को किया रद्द; कहा- टिकट के पूरे पैसे किए जाएंगे रिफंड,Arijit Singh's major decision after the Pahalgam terror attack: canceled the concert to be held in Chennai; Said- Refund will be made full money for tickets
"पाकिस्तान पर सीधा हमला करने की मांग:पहलगाम हमले पर भड़के मुकेश खन्ना, कहा- 'मोदी जी, एक बार में अटैक कर सब खत्म कीजिए'","Demand for direct attack on Pakistan: Mukesh Khanna furious over Pahalgam attack, said- 'Modi ji, finish everything by attacking at one time'"
"मूवी रिव्यू- ग्राउंड जीरो:सीमा सुरक्षा बल के जवानों की शौर्यगाथा से रूबरू कराती फिल्म, इमरान हाशमी ने शिद्दत से निभाया किरदार, स्क्रीनप्ले थोड़ा कमजोर","Movie Review- Ground Zero: Film for Border Security Force soldiers, Emraan Hashmi played the character with a lot, the screenplay a little weak"
"पहलगाम हमले पर पाक कलाकारों की झूठी संवेदनाएं?:8 साल बाद फवाद की वापसी पर लगा ब्रेक, हानिया का डेब्यू अटका; माहिरा बोलीं- हमला कायरतापूर्ण","False condolences of Pakistani artists on Pahalgam attack?: Brake on the return of Fawad after 8 years, Hania's debut stuck; Mahira said- attack cowardly"
"'नागजिला’ के पोस्टर में कार्तिक की पुरानी फोटो का इस्तेमाल?:सोशल मीडिया यूजर्स का दावा, बोले- करण जौहर और उनकी टीम ने मेहनत करना छोड़ दिया","Use of Karthik's old photo in 'Nagjila' poster?: Social media users claim, said- Karan Johar and his team stopped working hard"
"ओम पुरी संग रिश्ते पर बोलीं एक्स वाइफ सीमा कपूर:मुझे दूसरी महिला के लिए छोड़ा, फिर मांगी माफी और मैंने कर दिया था माफ","Ex -wife Seema Kapoor spoke on the relationship with Om Puri: I left for another woman, then apologized and I had forgiven"
"पाक कलाकारों पर रोक की मांग, एक्ट्रेसेस ने दी सफाई:कश्मीर हमले के बाद 'अबीर गुलाल' का बहिष्कार, दिया मिर्जा बोलीं - मेरा बयान पुराना है","Demand for a ban on Pak artists, actresses clarified: Boycott 'Abir Gulal' after Kashmir attack, Diya Mirza said - My statement is old"
"जैश-ए-मोहम्मद के खिलाफ BSF का सबसे बड़ा मिशन:गाजी बाबा एनकाउंटर की कहानी लेकर आए इमरान, बोले- हर भारतीय को जाननी चाहिए ये स्टोरी","BSF's biggest mission against Jaish-e-Mohammed: Imran, who brought the story of Ghazi Baba encounter, said-every Indian should know this story"
पाकिस्तानी एक्टर फवाद की फिल्म 'अबीर गुलाल' के गाने हटे:वाणी कपूर का सोशल मीडिया पर विरोध; टल सकती है फिल्म की रिलीज डेट,"Songs from Pakistani actor Fawad's film 'Abir Gulal', Vani Kapoor's protest on social media; The release date of the film can be postponed"
पाकिस्तानी एक्टर फवाद की फिल्म अबीर गुलाल रिलीज नहीं होगी:पहलगाम हमले के बाद एक्शन; फिल्म फेडरेशन FWICE का पाकिस्तानी कलाकारों पर बैन का ऐलान,Pakistani actor Fawad's film Abir Gulal will not be released: Action after Pahalgam attack; Film federation FWICE announces a ban on Pakistani artists
"प्रभास की एक्ट्रेस पर लगे पाकिस्तान से कनेक्शन के आरोप:इमानवी बोलीं- इन बातों में कोई सच्चाई नहीं, कुछ भी कहते हैं लोग","Allegations of connection with Pakistan on Prabhas's actress: Imanvi said- there is no truth in these things, people say anything"
"पहलगाम आतंकी हमला, मीडिया पर भड़के शत्रुघ्न सिन्हा:बोले- ये हिंदुओं- हिंदुओं क्यों कह रहे हो; सलीम मर्चेंट बोले- कब खत्म होगा ये सब?","Pahalgam terror attack, Shatrughan Sinha raging on the media: said- Why are these Hindus and Hindus saying; Salim Merchant said- when will all this end?"
"‘8 रुपये में कॉलेज जाती थीं, खाली पेट रहती थीं’:नुसरत भरूचा बोलीं- बचपन से फाइनेंशियल स्ट्रगल देखा, पैसे बचाने की आदतें बरकरार हैं","'Used to go to college for 8 rupees, lived on an empty stomach': Nusrat Bharucha said- Looked financial struggle since childhood, habits to save money are intact"
"पहलगाम हमले पर करण वीर मेहरा ने सुनाई कविता:गुस्से से आगबबूला हुए लोग, बोले- क्या यहां कोई ऑडिशन चल रहा है?","Karan Veer Mehra narrated the poem on the Pahalgam attack: Anger people with anger, said- is there any audition going on here?"
"जैकलीन की मां के निधन पर सुकेश का नया ड्रामा:बाली में बनाया 'किम्स गार्डन', लेटर में लिखा- मां फिर लौटेंगी हमारी बेटी बनकर","Sukesh's new drama on the death of Jacqueline's mother: 'Kims Garden' built in Bali, written in letter- Mother will return again by becoming our daughter"
"वरुण @38, 4 बार रिजेक्ट फिर भी नताशा से शादी:डायरेक्टर ने रोका तब भी करते रहे नरगिस को किस, पब में परोसी शराब","Varun @38, 4 times rejected yet Natasha marries: The director stopped even then Kiss Nargis, alcohol served in the pub"
"पहलगाम हमले पर बॉलीवुड सेलेब्स का गुस्सा फूटा:आदित्य धर ने कहा- उन्हें कश्मीर चाहिए, हमें उनका सिर; विवेक अग्निहोत्री ने कहा- कट्टरपंथ के खिलाफ है मेरा सिनेमा","Bollywood celebs erupted over the Pahalgam attack: Aditya Dhar said- He needs Kashmir, we have their head; Vivek Agnihotri said- My cinema is against fundamentalism"
"बेटी के मरने की दुआ मांगती थीं मौसमी चटर्जी:कहा- उसने गलती की और खामियाजा भुगता, नाराजगी में आखिरी बार देखने भी नहीं पहुंची थीं",Moushumi Chatterjee used to pray for the daughter's death: She said- She made a mistake and did not even reach to see the last time in displeasure
"पैपराजी पर फूटा सिद्धार्थ मल्होत्रा का गुस्सा:कहा- आप लोग ठीक से व्यवहार करें, पीछे हटें, यूजर बोले- बिल्कुल सही किया","Anger of Siddharth Malhotra erupted on Paparaji: said- You guys behave properly, retreat, the user said- done perfectly"
"पहलगाम आतंकी हमले पर फूटा सलमान खान का गुस्सा:बोले- कश्मीर बन रहा नर्क, शाहरुख बोले- एकजुट रहें; आमिर खान ने भी जताया दुख","Salman Khan's anger erupted on Pahalgam terror attack: Kashmir is becoming hell, Shahrukh said- stay united; Aamir Khan also expressed grief"
"पहलगाम आतंकियों को मिलनी चाहिए फांसी, सेलेब्स ने की मांग:समय रैना बोले- रातभर सो नहीं पाया, आसिम ने कहा- कश्मीर की खूबसूरती डर में बदली","Pahalgam terrorists should be hanged, celebs demanded: Raina said- could not sleep overnight, Asim said- Kashmir's beauty changed in fear"
"पहलगाम आतंकी हमले पर भड़के सेलेब्स:संजय दत्त बोले- चुप नहीं बैठेंगे, अमिताभ बच्चन की पोस्ट का मजाक बना; शाहरुख बोले- एकजुट और मजबूत रहें","Celebs raging on the Pahalgam terror attack: Sanjay Dutt said- will not sit silent, made fun of Amitabh Bachchan's post; Shahrukh said- Stay united and strong"
"जूनियर एनटीआर के बॉडी डबल ने ठुकराई 'वॉर 2':बॉलीवुड को तेलुगु सिनेमा से बदतर बताया, बोले- फिल्म की फीस से फ्लाइट टिकट भी नहीं खरीद सकते","Body double of Junior NTR rejected 'War 2': Described Bollywood as worse than Telugu cinema, he said- cannot even buy flight tickets from film fees"
"पहलगाम हमले के बाद फवाद खान पर फूटा गुस्सा:सोशल मीडिया यूजर्स ने उठाई 'अबीर गुलाल' के बॉयकॉट की मांग, बोले- फिल्म पर बैन लगाओ","After the Pahalgam attack, Fawad Khan's anger exploded: Social media users raised the demand for 'Abir Gulal' boycott, said- ban the film"
'सिंबा' ही नहीं 'सूर्यवंशी' की कहानी भी आगे बढ़ेगी’:रोहित शेट्टी बोले: 'सिंघम अगेन' में दिखे कलाकारों पर आएगा सीक्वल; दीपिका-टाइगर के किरदार भी शामिल,The story of 'Simba' not only 'Suryavanshi' will also move forward ': Rohit Shetty said: The sequel will come on the artists seen in' Singham Again '; The characters of Deepika-Tiger also included
"कानूनी विवादों में घिरी कंगना रनोट की 'इमरजेंसी':राइटर ने मेकर्स के खिलाफ किया मुकदमा, फिल्म में ऐतिहासिक तथ्यों को तोड़-मरोड़ कर दिखाने का आरोप","Kangana Ranot's 'Emergency', surrounded by legal controversies: Writer sued the makers, accused of distorting historical facts in the film"
"आलिया भट्ट पर बिगड़े सौतेले भाई राहुल के बोल:कहा- न शक्ल, न टैलेंट, मेरी सगी बहन पूजा भट्ट के सामने आधी भी नहीं है","The lyrics of the step-brother Rahul on Alia Bhatt: said- neither the appearance, nor talent, my real sister Pooja Bhatt is not even half in front of Pooja Bhatt."
"कश्मीर वेकेशन पर थे दीपिका कक्कड़-शोएब इब्राहिम:आतंकी हमला से चंद घंटे पहले रवाना हुए, व्लॉग अनाउंसमेंट से भड़के लोग, कहा- शर्म नहीं आती","Deepika Kakkar-Shoaib Ibrahim was on Kashmir vacation: People left a few hours before the terrorist attack, people furious with the Vlog announcement, said- Shame is not ashamed"
"उदित नारायण के किसिंग विवाद पर भड़के सिंगर अमित टंडन:कहा- मेरी गर्लफ्रेंड-पत्नी के साथ ऐसा होता तो पीटता, बेटे आदित्य नारायण को भी कहा- अनप्रोफेशनल बिगड़ैल","Singer Amit Tandon raging on Udit Narayan's kissing dispute: Said- if this was the case with my girlfriend-wife, he also said to son Aditya Narayan- unprofessional deterioration"
"आप जो पेज खोज रहे हैं, वह उपलब्ध नहीं है। कृपया नीचे दिए बटन पर क्लिक कर होम पेज पर जाएं या नीचे दी गई टॉप खबरें पढ़ें।",The page you are looking for is not available. Please click on the button below and go to the home page or read the top news given below.
"ग्राउंड रिपोर्ट'तुम आतंकवादी; 26 का बदला, 2600 से लेंगे':पहलगाम हमले के बाद कश्मीरियों-मुस्लिमों को धमकी, हिंदूवादी संगठन बोले- धर्म का काम कर रहे","Ground report 'You terrorist; Revenge of 26, will take from 2600 ': Threatened by Kashmiris and Muslims after Pahalgam attack, Hinduist organizations said- are working of religion"
"मृत्युदंडप्रेमी नहीं, पति के साथ बेटी ने रचा खूनी खेल:एक ही रात में 8 कत्ल, दोनों को सजा-ए-मौत; हिसार मर्डर केस, आज पार्ट-3","Not a death-prone, daughter created a bloody game with her husband: 8 murders in the same night, both of them punished; Hisar murder case, today Part-3"
"आज का एक्सप्लेनर:पाकिस्तानियों का वीजा आज खत्म, जिन्होंने भारत नहीं छोड़ा उनका क्या होगा; सीमा हैदर जैसों के साथ क्या करेगी सरकार","Today's Excellener: The visa of Pakistanis ends today, what will happen to those who did not leave India; What will the government do with Seema Hyder"
"पिता ने कहा- आदिल ने धर्म का फर्क नहीं समझा:बंदूक छीनने की कोशिश में कटी उंगलियां, सीने पर चार गोलियां खाकर भी बचाए पर्यटक",Father said- Adil did not understand the difference of religion: Tourists were saved by eating four bullets on the chest trying to snatch the gun
"स्वामी अवधेशानंद जी गिरि के जीवन सूत्र:हमें ऐसा मार्गदर्शक चाहिए, जो ये बता सके कि हमारे लिए सही दिशा कौन सी है",Swami Awadheshanand ji Giri's life formula: We need such a guide that can tell which is the right direction for us
"ग्राउंड रिपोर्टसाइंस ग्रेजुएट, उर्दू में M.A, टीचर से आतंकी बना आदिल:पहलगाम में 26 टूरिस्ट के कत्ल में शामिल, मां बोली- उसे फांसी दे दो","Ground Report Conscience Graduate, M.A in Urdu, Adil became a terrorist from teacher: 26 tourist murders in Pahalgam, mother bid- hang him"
"चारधाम यात्रा 30 अप्रैल से, कैसे जाएं, कहां रुकें:रूट मैप से लेकर चारों धाम के दर्शन सबसे पहले दैनिक भास्कर एप पर","Chardham Yatra from April 30, how to go, where to stop: Route map to four dham darshan first on Dainik Bhaskar app"
"स्वामी अवधेशानंद जी गिरि के जीवन सूत्र:अध्यात्म से मिलती है ऊर्जा और शक्ति, जानिए अच्छे गुरु की पहचान के सूत्र","Swami Awadheshanand ji Giri's life formula: Energy and power comes from spirituality, know the formula of identity of good guru"
"जरूरत की खबर- AC-फ्रिज खरीदने से पहले देखें स्टार रेटिंग:3, 4, 5 स्टार रेटिंग का क्या मतलब है, क्या इससे सचमुच होती बिजली की बचत","News of the need- See before buying AC- Star rating: 3, 4, 5 star ratings, what does it really have electricity saving"
"सेहतनामा– 30 मिनट तेज चलें, बढ़ेगा मेटाबॉलिज्म:थकान, बढ़ता वजन, स्किन का ड्राईनेस, हो सकता है थायरॉइड का संकेत, चेक कराएं","Sehthanama - Walk 30 minutes fast, will increase metabolism: fatigue, increased weight, skin dryness, may be thyroid signal"
"आपका पैसा- NPS में करें निवेश:13.7 लाख तक की आय हो सकती है टैक्स फ्री, सरकारी-प्राइवेट इम्प्लॉइज के लिए कौन सी टैक्स रिजीम बेहतर","Your money- Invest in NPS: Tax free of income up to 13.7 lakhs, which tax regime for government-private employees better"
"फैटी लिवर का कारण बन सकती है ये आदत:जब परेशानी में ज्यादा खाना लगे अच्छा, तो समझें आप इमोशनल ईटिंग के शिकार हैं","Fatty liver can cause this habit: When there is more food in trouble, then understand that you are a victim of emotional eating"
"जरूरत की खबर- मलेरिया पैरासाइट लिवर में क्यों छिपते हैं:कंपकंपी और बुखार हो तो तुरंत कराएं जांच, जानें बचाव के 7 आसान उपाय","News of the need- Why do malaria parasite hide in liver: If there is shivering and fever, then check immediately, know 7 easy measures to rescue"
"साइबर लिटरेसी- चारधाम यात्रा के नाम पर साइबर फ्रॉड:हजारों की चपत, रहें सतर्क, जानें रजिस्ट्रेशन और बुकिंग का सही तरीका","Cyber ​​Literacy- Cyber ​​fraud in the name of Chardham Yatra: Thousands, be cautious, know the correct way of registration and booking"
"जरूरत की खबर- कर्नाटक में आइसक्रीम में डिटर्जेंट की मिलावट:इन्फेक्शन, किडनी डैमेज का खतरा, कैसे पहचानें मिलावटी आइसक्रीम","News of the need- Detergent adulteration in ice cream in Karnataka: Infection, risk of kidney damage, how to identify adulterated ice cream"
"जानें अपने अधिकार- ITR न भरने पर क्या होगा:जानें कौन से नोटिस का क्या अर्थ, जानें कैसे जुर्माने से बचें","Learn what will happen if you do not fill your rights: Know which notice means, know how to avoid penalty"
"जरूरत की खबर- बच्चे को है अंगूठा चूसने की आदत:ये आदत कब हो सकती है नुकसानदायक, कैसे छुड़ाएं और पेरेंट्स क्या करें","The news of the need- the child is habit of sucking the thumb: When can this habit be harmful, how to get rid of and what to do parents"
"बुक रिव्यू- सकारात्मक सोच की शक्ति:हर अच्छे–बुरे की शुरुआत दिमाग से होती, अपनी सोच बदलो, जिंदगी खुद-ब-खुद बदल जाएगी","Book Review-Power of positive thinking: Every good and bad start with your mind, change your thinking, life will automatically change"
"पेरेंटिंग- “मेरा 13 साल का बेटा पोर्न देख रहा था”:टीन एज बच्चे से इस बारे में कैसे करें बात, चाइल्ड साइकोलॉजिस्ट के 10 सुझाव","Parenting- ""My 13-year-old son was watching porn"": How to talk to a teen age child about this, 10 suggestions of child psychologist"
"रिलेशनशिप एडवाइज– बॉस ने लास्ट मोमेंट पर छुट्‌टी कैंसिल की:अगर आपका वर्कप्लेस टॉक्सिक है तो क्या करें, साइकोलॉजिस्ट से पूछें","Relationship Advises - Boss canceled a holiday on the last moment: If your workplace is toxic then what to do, ask the psychologist"
"जरूरत की खबर- बाजार में बिक रहा नकली ORS:सेहत के लिए बेहद खतरनाक, WHO फॉर्मूला वाला ही है असली ORS, ऐसे करें पहचान","News of the need- Fake ORS sold in the market: very dangerous for health, who is the only one with the formula, identify this way"
"जीवन को आसान बनाएं- सिल्वर ज्वेलरी पड़ गई है काली:10 मिनट में कैसे चमकाएं, ज्वेलरी एक्सपर्ट से जानें चांदी चमकाने के 5 टिप्स","Make life easier- Silver jewelery has turned black: How to brighten up in 10 minutes, learn 5 tips to shine silver from jewelery experts"
"गुड हैबिट्स- बिस्तर लगाने से बदल सकती है पूरी लाइफस्टाइल:डॉक्टर भी देते सलाह, मिडिल ईस्ट से जापान तक दुनियाभर में कैसे लगाए जाते हैं बिस्तर","Good Habits- Bed can change the whole lifestyle: Doctors also give advice, how beds are installed worldwide from middle East to Japan"
"फिजिकल हेल्थ- गर्मी में बदलता है दिमाग का केमिकल बैलेंस:समर SAD से बढ़ता है गुस्सा और डिप्रेशन, जानें कैसे रहें शांत और कूल","Physical health- Chemical balance of brain changes in summer: Anger and depression increases with summer SAD, know how to remain calm and cool"
"जरूरत की खबर- पेट्रोल-डीजल खरीदते समय रहें सतर्क:मिलावट से इंजन को होता नुकसान, जानें मिलावटी फ्यूल की पहचान करने का आसान तरीका",News of the need- Be cautious while buying petrol and diesel: Easy way to identify adulterated fuel due to adulteration
"सफल लोग भावनाओं से नहीं, तर्क से चलते हैं:लॉजिकल थिंकिंग से कैसे बढ़ाएं अपनी प्रोफेशनल सफलता, जानें 4 प्रभावशाली तरीके","Successful people run by logic, not by emotions: how to increase your professional success with logical thinking, know 4 effective ways"
"जरूरत की खबर- नारियल पानी पीने के 10 फायदे:गर्मी के लिए है अमृत, न्यूट्रिशनिस्ट से जानें कितना पीना सुरक्षित और किन्हें नहीं पीना चाहिए","News of the need- 10 benefits of drinking coconut water: Amrit is for summer, know how much drinking from nutritionist and who should not drink"
"फिजिकल हेल्थ- रात में नींद नहीं आने से परेशान हैं?:नींद न आने के 10 कारण, डॉक्टर से जानें 15 मिनट में सोने के आसान उपाय",Physical Health- Are you upset due to lack of sleep at night?
"जरूरत की खबर- क्या आप भी खाते हैं बर्फ:ये आदत शरीर में आयरन की कमी का संकेत, डॉक्टर से जानें बचाव के उपाय","News of the need- Do you also eat ice: This habit indicates iron deficiency in the body, know the way to prevent prevention"
"सेहतनामा- बहुत गर्मी में पसीना न आना हीटस्ट्रोक के लक्षण:जानें कब हो सकता है जानलेवा, हीट एग्जॉशन और हीटस्ट्रोक से बचाव के 9 तरीके","Sehthanama- Symptoms of Heatstroke Symptoms in very heat: Learn when can be fatal, heat exction and hetstroke 9 ways"
"रिलेशनशिप- क्या गॉसिप हेल्दी भी हो सकती है:क्या हैं हेल्दी गॉसिप के संकेत, ये कब हो जाती है नुकसानदेह, एक्सपर्ट की 10 सलाह","Relationship- Can Gossip also be healthy: What are the signs of healthy gossip, when it becomes harmful, 10 advice of experts"
"सेहतनामा- फैटी लिवर से जूझ रहे हैं 38% लोग:500 कामों की जिम्मेदारी संभालता है लिवर, इन 9 बुरी आदतों से होता है डैमेज","Sehtanama- 38% people are struggling with fatty liver: Liver takes responsibility for 500 works, these 9 bad habits cause damage"
"जरूरत की खबर- भीषण गर्मी में घर को रखें ठंडा:अपनाएं ये 13 आसान तरीके, बिना AC-कूलर के घर रहेगा नेचुरल कूल",News of the need- Keep the house cool in the scorch
"रिलेशनशिप- जवानी के प्यार की 6 बड़ी गलतियां:जानें प्यार के बारे में 10 अहम बातें, जो 30 की उम्र में जाकर सीखते हैं लोग","Relationship- 6 big mistakes of youth of youth: Learn 10 important things about love, which people go to the age of 30 and learn"
"जरूरत की खबर- क्या आपका वाटर टैंक भी है गंदा:ग्रेटर नाेएडा में दूषित पानी से 200 लोग बीमार, जानें टैंक सफाई के आसान तरीके","News of the need- Is your water tank also dirty: 200 people sick due to contaminated water in Greater Naida, know easy ways of cleaning tanks"
"सेहतनामा- गर्मी में बीपी, शुगर, अस्थमा के पेशेंट्स क्या करें:क्या समस्याएं बढ़ सकती हैं, डॉक्टर से जानें बचाव के तरीके, सावधानियां","Sehtanama- What to do BP, Sugar, Asthma Patients in Summer: What problems can increase, know the ways of prevention, precautions"
"रिलेशनशिप- टॉक्सिक रिश्ते में थीं बिल गेट्स की पूर्व पत्नी:सिर्फ मेलिंडा गेट्स के लुक्स पर फोकस करता था ब्वायफ्रेंड, कॉन्फिडेंस को पहुंचा नुकसान, जानें एक्सपर्ट की सलाह","Relationship- Bill Gates's ex-wife in toxic relationship: Boyfriend used to focus only on the looks of Melinda Gates, loss to confidence, know the advice of experts"
"जरूरत की खबर- दिल्ली-लखनऊ में एसी ब्लास्ट, एक की मौत:इन 7 गलतियों से एसी में हो सकता है ब्लास्ट, बरतें 10 जरूरी सावधानियां","News of the need- AC blast in Delhi-Lucknow, one dies: these 7 mistakes can cause blast in AC, 10 important precautions"
"सेहतनामा- बार-बार नाक से खून बहता तो हो सकता हीमोफीलिया:इंटरनल ब्लीडिंग से लेकर ब्रेन हेमरेज तक का खतरा, जानें लक्षण और जरूरी इलाज",Sehthanama- Hemophilia can be bleeding from the nose repeated
"रिलेशनशिप- बच्चे के सफल भविष्य की नींव हैं सोशल स्किल्स:इससे बच्चे बनते हैं जिम्मेदार नागरिक, पेरेंट्स इन 8 बातों का रखें ध्यान","Relationship- Social skills are the foundation of the successful future of the child: This makes children responsible, parents should keep these 8 things in mind"
राज्य-शहर चुने और उस जगह का लोकल न्यूज़ पाएं,Choose the kingdom and get local news of that place
